x_0	x_1	f(x)	
0.34375	0.03125	1.5258789e-05	
0.34375	0.0625	0.00036621094	
0.34375	0.09375	0.00090026855	
0.34375	0.125	0.0017700195	
0.34375	0.15625	0.0027313232	
0.34375	0.1875	0.0040283203	
0.34375	0.21875	0.0055084229	
0.34375	0.25	0.0073242188	
0.34375	0.28125	0.0092010498	
0.34375	0.3125	0.011413574	
0.34375	0.34375	0.013809204	
0.34375	0.375	0.016540527	
0.34375	0.40625	0.019363403	
0.34375	0.4375	0.022521973	
0.34375	0.46875	0.025863647	
0.34375	0.5	0.029541016	
0.34375	0.53125	0.033248901	
0.34375	0.5625	0.03729248	
0.34375	0.59375	0.041519165	
0.34375	0.625	0.046081543	
0.34375	0.65625	0.050735474	
0.34375	0.6875	0.055725098	
0.34375	0.71875	0.060897827	
0.34375	0.75	0.06640625	
0.34375	0.78125	0.071975708	
0.34375	0.8125	0.077880859	
0.34375	0.84375	0.083969116	
0.34375	0.875	0.090393066	
0.34375	0.90625	0.096908569	
0.34375	0.9375	0.10375977	
0.34375	0.96875	0.11079407	
0.34375	1	0.11816406	

0.375	0	0	
0.375	0.03125	6.1035156e-05	
0.375	0.0625	0.00048828125	
0.375	0.09375	0.001159668	
0.375	0.125	0.0021972656	
0.375	0.15625	0.0033569336	
0.375	0.1875	0.0048828125	
0.375	0.21875	0.006652832	
0.375	0.25	0.0087890625	
0.375	0.28125	0.011047363	
0.375	0.3125	0.013671875	
0.375	0.34375	0.016540527	
0.375	0.375	0.019775391	
0.375	0.40625	0.023132324	
0.375	0.4375	0.026855469	
0.375	0.46875	0.030822754	
0.375	0.5	0.03515625	
0.375	0.53125	0.039611816	
0.375	0.5625	0.044433594	
0.375	0.59375	0.049499512	
0.375	0.625	0.054931641	
0.375	0.65625	0.06048584	
0.375	0.6875	0.06640625	
0.375	0.71875	0.072570801	
0.375	0.75	0.079101562	
0.375	0.78125	0.085754395	
0.375	0.8125	0.092773438	
0.375	0.84375	0.10003662	
0.375	0.875	0.10766602	
0.375	0.90625	0.11541748	
0.375	0.9375	0.12353516	
0.375	0.96875	0.13189697	
0.375	1	0.140625	

0.40625	0	0	
0.40625	0.03125	7.6293945e-05	
0.40625	0.0625	0.00054931641	
0.40625	0.09375	0.0013275146	
0.40625	0.125	0.0025024414	
0.40625	0.15625	0.0038909912	
0.40625	0.1875	0.0056762695	
0.40625	0.21875	0.0077667236	
0.40625	0.25	0.010253906	
0.40625	0.28125	0.012924194	
0.40625	0.3125	0.015991211	
0.40625	0.34375	0.019363403	
0.40625	0.375	0.023132324	
0.40625	0.40625	0.027114868	
0.40625	0.4375	0.031494141	
0.40625	0.46875	0.036178589	
0.40625	0.5	0.041259766	
0.40625	0.53125	0.04649353	
0.40625	0.5625	0.052124023	
0.40625	0.59375	0.058059692	
0.40625	0.625	0.06439209	
0.40625	0.65625	0.07093811	
0.40625	0.6875	0.077880859	
0.40625	0.71875	0.085128784	
0.40625	0.75	0.092773438	
0.40625	0.78125	0.1006012	
0.40625	0.8125	0.10882568	
0.40625	0.84375	0.11735535	
0.40625	0.875	0.12628174	
0.40625	0.90625	0.13542175	
0.40625	0.9375	0.1449585	
0.40625	0.96875	0.15480042	
0.40625	1	0.16503906	

0.4375	0	0	
0.4375	0.03125	0.00012207031	
0.4375	0.0625	0.00067138672	
0.4375	0.09375	0.0015869141	
0.4375	0.125	0.0029296875	
0.4375	0.15625	0.0045776367	
0.4375	0.1875	0.006652832	
0.4375	0.21875	0.0090942383	
0.4375	0.25	0.011962891	
0.4375	0.28125	0.015075684	
0.4375	0.3125	0.018615723	
0.4375	0.34375	0.022521973	
0.4375	0.375	0.026855469	
0.4375	0.40625	0.031494141	
0.4375	0.4375	0.036560059	
0.4375	0.46875	0.041992188	
0.4375	0.5	0.047851562	
0.4375	0.53125	0.053955078	
0.4375	0.5625	0.06048584	
0.4375	0.59375	0.067382812	
0.4375	0.625	0.074707031	
0.4375	0.65625	0.082336426	
0.4375	0.6875	0.090393066	
0.4375	0.71875	0.098815918	
0.4375	0.75	0.10766602	
0.4375	0.78125	0.11676025	
0.4375	0.8125	0.12628174	
0.4375	0.84375	0.13616943	
0.4375	0.875	0.14648438	
0.4375	0.90625	0.15710449	
0.4375	0.9375	0.16815186	
0.4375	0.96875	0.17956543	
0.4375	1	0.19140625	

0.46875	0	0	
0.46875	0.03125	0.00016784668	
0.46875	0.0625	0.00079345703	
0.46875	0.09375	0.0018463135	
0.46875	0.125	0.0033569336	
0.46875	0.15625	0.0052642822	
0.46875	0.1875	0.0076293945	
0.46875	0.21875	0.010421753	
0.46875	0.25	0.013671875	
0.46875	0.28125	0.017288208	
0.46875	0.3125	0.021362305	
0.46875	0.34375	0.025863647	
0.46875	0.375	0.030822754	
0.46875	0.40625	0.036178589	
0.46875	0.4375	0.041992188	
0.46875	0.46875	0.048233032	
0.46875	0.5	0.054931641	
0.46875	0.53125	0.061965942	
0.46875	0.5625	0.069458008	
0.46875	0.59375	0.077377319	
0.46875	0.625	0.085754395	
0.46875	0.65625	0.094528198	
0.46875	0.6875	0.10375977	
0.46875	0.71875	0.11341858	
0.46875	0.75	0.12353516	
0.46875	0.78125	0.13401794	
0.46875	0.8125	0.1449585	
0.46875	0.84375	0.15632629	
0.46875	0.875	0.16815186	
0.46875	0.90625	0.18037415	
0.46875	0.9375	0.1930542	
0.46875	0.96875	0.2061615	
0.46875	1	0.21972656	

0.5	0	0	
0.5	0.03125	0.00024414062	
0.5	0.0625	0.0009765625	
0.5	0.09375	0.0021972656	
0.5	0.125	0.00390625	
0.5	0.15625	0.0061035156	
0.5	0.1875	0.0087890625	
0.5	0.21875	0.011962891	
0.5	0.25	0.015625	
0.5	0.28125	0.019775391	
0.5	0.3125	0.024414062	
0.5	0.34375	0.029541016	
0.5	0.375	0.03515625	
0.5	0.40625	0.041259766	
0.5	0.4375	0.047851562	
0.5	0.46875	0.054931641	
0.5	0.5	0.0625	
0.5	0.53125	0.070556641	
0.5	0.5625	0.079101562	
0.5	0.59375	0.088134766	
0.5	0.625	0.09765625	
0.5	0.65625	0.10766602	
0.5	0.6875	0.11816406	
0.5	0.71875	0.12915039	
0.5	0.75	0.140625	
0.5	0.78125	0.15258789	
0.5	0.8125	0.16503906	
0.5	0.84375	0.17797852	
0.5	0.875	0.19140625	
0.5	0.90625	0.20532227	
0.5	0.9375	0.21972656	
0.5	0.96875	0.23461914	
0.5	1	0.25	

0.53125	0	0	
0.53125	0.03125	0.00022888184	
0.53125	0.0625	0.0010375977	
0.53125	0.09375	0.0023956299	
0.53125	0.125	0.0043334961	
0.53125	0.15625	0.0067901611	
0.53125	0.1875	0.0098266602	
0.53125	0.21875	0.013412476	
0.53125	0.25	0.017578125	
0.53125	0.28125	0.022232056	
0.53125	0.3125	0.02746582	
0.53125	0.34375	0.033248901	
0.53125	0.375	0.039611816	
0.53125	0.40625	0.04649353	
0.53125	0.4375	0.053955078	
0.53125	0.46875	0.061965942	
0.53125	0.5	0.070556641	
0.53125	0.53125	0.079605103	
0.53125	0.5625	0.089233398	
0.53125	0.59375	0.099411011	
0.53125	0.625	0.11016846	
0.53125	0.65625	0.1214447	
0.53125	0.6875	0.13330078	
0.53125	0.71875	0.14570618	
0.53125	0.75	0.15869141	
0.53125	0.78125	0.17216492	
0.53125	0.8125	0.18621826	
0.53125	0.84375	0.20082092	
0.53125	0.875	0.21600342	
0.53125	0.90625	0.23170471	
0.53125	0.9375	0.24798584	
0.53125	0.96875	0.26481628	
0.53125	1	0.28222656	

0.5625	0	0	
0.5625	0.03125	0.00024414062	
0.5625	0.0625	0.001159668	
0.5625	0.09375	0.0026855469	
0.5625	0.125	0.0048828125	
0.5625	0.15625	0.0076293945	
0.5625	0.1875	0.011047363	
0.5625	0.21875	0.015075684	
0.5625	0.25	0.019775391	
0.5625	0.28125	0.024963379	
0.5625	0.3125	0.030822754	
0.5625	0.34375	0.03729248	
0.5625	0.375	0.044433594	
0.5625	0.40625	0.052124023	
0.5625	0.4375	0.06048584	
0.5625	0.46875	0.069458008	
0.5625	0.5	0.079101562	
0.5625	0.53125	0.089233398	
0.5625	0.5625	0.10003662	
0.5625	0.59375	0.1114502	
0.5625	0.625	0.12353516	
0.5625	0.65625	0.13616943	
0.5625	0.6875	0.1494751	
0.5625	0.71875	0.16339111	
0.5625	0.75	0.17797852	
0.5625	0.78125	0.1930542	
0.5625	0.8125	0.20880127	
0.5625	0.84375	0.22515869	
0.5625	0.875	0.2421875	
0.5625	0.90625	0.25976562	
0.5625	0.9375	0.27801514	
0.5625	0.96875	0.296875	
0.5625	1	0.31640625	

0.59375	0	0	
0.59375	0.03125	0.00025939941	
0.59375	0.0625	0.0012817383	
0.59375	0.09375	0.0029754639	
0.59375	0.125	0.0054321289	
0.59375	0.15625	0.0084686279	
0.59375	0.1875	0.012268066	
0.59375	0.21875	0.016738892	
0.59375	0.25	0.021972656	
0.59375	0.28125	0.027755737	
0.59375	0.3125	0.034301758	
0.59375	0.34375	0.041519165	
0.59375	0.375	0.049499512	
0.59375	0.40625	0.058059692	
0.59375	0.4375	0.067382812	
0.59375	0.46875	0.077377319	
0.59375	0.5	0.088134766	
0.59375	0.53125	0.099411011	
0.59375	0.5625	0.1114502	
0.59375	0.59375	0.12416077	
0.59375	0.625	0.13763428	
0.59375	0.65625	0.15168762	
0.59375	0.6875	0.16650391	
0.59375	0.71875	0.18199158	
0.59375	0.75	0.19824219	
0.59375	0.78125	0.21504211	
0.59375	0.8125	0.23260498	
0.59375	0.84375	0.25083923	
0.59375	0.875	0.26983643	
0.59375	0.90625	0.28941345	
0.59375	0.9375	0.30975342	
0.59375	0.96875	0.33076477	
0.59375	1	0.35253906	

0.625	0	0	
0.625	0.03125	0.00030517578	
0.625	0.0625	0.0014648438	
0.625	0.09375	0.0033569336	
0.625	0.125	0.0061035156	
0.625	0.15625	0.0094604492	
0.625	0.1875	0.013671875	
0.625	0.21875	0.018615723	
0.625	0.25	0.024414062	
0.625	0.28125	0.030822754	
0.625	0.3125	0.038085938	
0.625	0.34375	0.046081543	
0.625	0.375	0.054931641	
0.625	0.40625	0.06439209	
0.625	0.4375	0.074707031	
0.625	0.46875	0.085754395	
0.625	0.5	0.09765625	
0.625	0.53125	0.11016846	
0.625	0.5625	0.12353516	
0.625	0.59375	0.13763428	
0.625	0.625	0.15258789	
0.625	0.65625	0.16815186	
0.625	0.6875	0.18457031	
0.625	0.71875	0.20172119	
0.625	0.75	0.21972656	
0.625	0.78125	0.23834229	
0.625	0.8125	0.2578125	
0.625	0.84375	0.27801514	
0.625	0.875	0.29907227	
0.625	0.90625	0.32073975	
0.625	0.9375	0.34326172	
0.625	0.96875	0.36651611	
0.625	1	0.390625	

0.65625	0	0	
0.65625	0.03125	0.00032043457	
0.65625	0.0625	0.0015869141	
0.65625	0.09375	0.0036468506	
0.65625	0.125	0.006652832	
0.65625	0.15625	0.010360718	
0.65625	0.1875	0.015014648	
0.65625	0.21875	0.020462036	
0.65625	0.25	0.026855469	
0.65625	0.28125	0.033920288	
0.65625	0.3125	0.041931152	
0.65625	0.34375	0.050735474	
0.65625	0.375	0.06048584	
0.65625	0.40625	0.07093811	
0.65625	0.4375	0.082336426	
0.65625	0.46875	0.094528198	
0.65625	0.5	0.10766602	
0.65625	0.53125	0.1214447	
0.65625	0.5625	0.13616943	
0.65625	0.59375	0.15168762	
0.65625	0.625	0.16815186	
0.65625	0.65625	0.18531799	
0.65625	0.6875	0.20343018	
0.65625	0.71875	0.22233582	
0.65625	0.75	0.2421875	
0.65625	0.78125	0.26271057	
0.65625	0.8125	0.28417969	
0.65625	0.84375	0.30644226	
0.65625	0.875	0.32965088	
0.65625	0.90625	0.3535614	
0.65625	0.9375	0.37841797	
0.65625	0.96875	0.40406799	
0.65625	1	0.43066406	

0.6875	0	0	
0.6875	0.03125	0.00036621094	
0.6875	0.0625	0.0017700195	
0.6875	0.09375	0.0040283203	
0.6875	0.125	0.0073242188	
0.6875	0.15625	0.011413574	
0.6875	0.1875	0.016540527	
0.6875	0.21875	0.022521973	
0.6875	0.25	0.029541016	
0.6875	0.28125	0.03729248	
0.6875	0.3125	0.046081543	
0.6875	0.34375	0.055725098	
0.6875	0.375	0.06640625	
0.6875	0.40625	0.077880859	
0.6875	0.4375	0.090393066	
0.6875	0.46875	0.10375977	
0.6875	0.5	0.11816406	
0.6875	0.53125	0.13330078	
0.6875	0.5625	0.1494751	
0.6875	0.59375	0.16650391	
0.6875	0.625	0.18457031	
0.6875	0.65625	0.20343018	
0.6875	0.6875	0.22332764	
0.6875	0.71875	0.24407959	
0.6875	0.75	0.26586914	
0.6875	0.78125	0.28839111	
0.6875	0.8125	0.31195068	
0.6875	0.84375	0.33636475	
0.6875	0.875	0.36181641	
0.6875	0.90625	0.38806152	
0.6875	0.9375	0.41534424	
0.6875	0.96875	0.44348145	
0.6875	1	0.47265625	

0.71875	0	0	
0.71875	0.03125	0.0004119873	
0.71875	0.0625	0.001953125	
0.71875	0.09375	0.00440979	
0.71875	0.125	0.0079956055	
0.71875	0.15625	0.012466431	
0.71875	0.1875	0.018066406	
0.71875	0.21875	0.024581909	
0.71875	0.25	0.032226562	
0.71875	0.28125	0.040725708	
0.71875	0.3125	0.050354004	
0.71875	0.34375	0.060897827	
0.71875	0.375	0.072570801	
0.71875	0.40625	0.085128784	
0.71875	0.4375	0.098815918	
0.71875	0.46875	0.11341858	
0.71875	0.5	0.12915039	
0.71875	0.53125	0.14570618	
0.71875	0.5625	0.16339111	
0.71875	0.59375	0.18199158	
0.71875	0.625	0.20172119	
0.71875	0.65625	0.22233582	
0.71875	0.6875	0.24407959	
0.71875	0.71875	0.26673889	
0.71875	0.75	0.29052734	
0.71875	0.78125	0.31517029	
0.71875	0.8125	0.34094238	
0.71875	0.84375	0.36763	
0.71875	0.875	0.39544678	
0.71875	0.90625	0.42414856	
0.71875	0.9375	0.45397949	
0.71875	0.96875	0.48472595	
0.71875	1	0.51660156	

0.75	0	0	
0.75	0.03125	0.00048828125	
0.75	0.0625	0.0021972656	
0.75	0.09375	0.0048828125	
0.75	0.125	0.0087890625	
0.75	0.15625	0.013671875	
0.75	0.1875	0.019775391	
0.75	0.21875	0.026855469	
0.75	0.25	0.03515625	
0.75	0.28125	0.044433594	
0.75	0.3125	0.054931641	
0.75	0.34375	0.06640625	
0.75	0.375	0.079101562	
0.75	0.40625	0.092773438	
0.75	0.4375	0.10766602	
0.75	0.46875	0.12353516	
0.75	0.5	0.140625	
0.75	0.53125	0.15869141	
0.75	0.5625	0.17797852	
0.75	0.59375	0.19824219	
0.75	0.625	0.21972656	
0.75	0.65625	0.2421875	
0.75	0.6875	0.26586914	
0.75	0.71875	0.29052734	
0.75	0.75	0.31640625	
0.75	0.78125	0.34326172	
0.75	0.8125	0.37133789	
0.75	0.84375	0.40039062	
0.75	0.875	0.43066406	
0.75	0.90625	0.46191406	
0.75	0.9375	0.49438477	
0.75	0.96875	0.52783203	
0.75	1	0.5625	

0.78125	0	0	
0.78125	0.03125	0.00050354004	
0.78125	0.0625	0.0023193359	
0.78125	0.09375	0.0052337646	
0.78125	0.125	0.0094604492	
0.78125	0.15625	0.014755249	
0.78125	0.1875	0.021362305	
0.78125	0.21875	0.029067993	
0.78125	0.25	0.038085938	
0.78125	0.28125	0.048141479	
0.78125	0.3125	0.059509277	
0.78125	0.34375	0.071975708	
0.78125	0.375	0.085754395	
0.78125	0.40625	0.1006012	
0.78125	0.4375	0.11676025	
0.78125	0.46875	0.13401794	
0.78125	0.5	0.15258789	
0.78125	0.53125	0.17216492	
0.78125	0.5625	0.1930542	
0.78125	0.59375	0.21504211	
0.78125	0.625	0.23834229	
0.78125	0.65625	0.26271057	
0.78125	0.6875	0.28839111	
0.78125	0.71875	0.31517029	
0.78125	0.75	0.34326172	
0.78125	0.78125	0.37239075	
0.78125	0.8125	0.40283203	
0.78125	0.84375	0.43437195	
0.78125	0.875	0.46722412	
